Entity,Code,Year,"Hospital beds (per 1,000 people)"
Paraguay,PRY,2008,0.82
Paraguay,PRY,2009,0.82
Paraguay,PRY,2010,0.84
Paraguay,PRY,2011,0.83
Paraguay,PRY,2012,0.85
Paraguay,PRY,2013,0.87
Paraguay,PRY,2014,0.89
Paraguay,PRY,2015,0.85
Paraguay,PRY,2016,0.89
Paraguay,PRY,2017,0.89
Paraguay,PRY,2018,0.9
Paraguay,PRY,2019,0.91
Paraguay,PRY,2020,1.01
Paraguay,PRY,2021,1.13
Paraguay,PRY,2022,1.04
Peru,PER,1960,2.411439
Peru,PER,1970,2.1728
Peru,PER,1975,2.5
Peru,PER,1985,1.6845
Peru,PER,1990,1.4132
Peru,PER,1992,1.5
Peru,PER,1993,1.3
Peru,PER,1994,1.3571
Peru,PER,1996,1.47
Peru,PER,2011,1.55
Peru,PER,2012,1.55
Peru,PER,2013,1.55
Peru,PER,2014,1.6
Peru,PER,2015,1.6
Peru,PER,2016,1.64
Peru,PER,2017,1.63
Peru,PER,2018,1.61
Peru,PER,2019,1.6
Peru,PER,2020,1.67
Peru,PER,2021,1.63
Peru,PER,2022,1.59
Peru,PER,2023,1.56
Philippines,PHL,1960,0.83895767
Philippines,PHL,1970,1.1898
Philippines,PHL,1975,1.7095
Philippines,PHL,1976,1.7094
Philippines,PHL,1980,1.7089
Philippines,PHL,1982,1.7135
Philippines,PHL,1983,1.7147
Philippines,PHL,1984,1.7153
Philippines,PHL,1985,1.7557
Philippines,PHL,1986,1.7142
Philippines,PHL,1990,1.3919
Philippines,PHL,1991,1.2745
Philippines,PHL,1992,1.3701
Philippines,PHL,1993,1.0711
Philippines,PHL,2000,0.99
Philippines,PHL,2001,0.98
Philippines,PHL,2002,1.03
Philippines,PHL,2003,1
Philippines,PHL,2004,0.95
Philippines,PHL,2005,0.98
Philippines,PHL,2006,1.03
Philippines,PHL,2007,1.02
Philippines,PHL,2008,1.52
Philippines,PHL,2009,1.02
Philippines,PHL,2010,1.02
Philippines,PHL,2011,1.04
Philippines,PHL,2012,1.01
Philippines,PHL,2013,0.95
Philippines,PHL,2014,0.92
Philippines,PHL,2015,0.93
Philippines,PHL,2016,1.03
Philippines,PHL,2017,0.98
Philippines,PHL,2018,0.94
Philippines,PHL,2019,0.98
Philippines,PHL,2020,0.99
Philippines,PHL,2021,0.97
Poland,POL,1960,4.6
Poland,POL,1970,5.2
Poland,POL,1980,5.6
Poland,POL,1985,5.7
Poland,POL,1990,5.7
Poland,POL,1991,5.7
Poland,POL,1992,5.6
Poland,POL,1993,5.6
Poland,POL,1994,5.6
Poland,POL,1995,5.5
Poland,POL,1996,5.5
Poland,POL,1997,5.4
Poland,POL,1998,5.3
Poland,POL,1999,5.1
Poland,POL,2003,6.68
Poland,POL,2004,6.67
Poland,POL,2005,6.53
Poland,POL,2006,6.48
Poland,POL,2007,6.44
Poland,POL,2008,6.64
Poland,POL,2009,6.68
Poland,POL,2010,6.6
Poland,POL,2011,6.6
Poland,POL,2012,6.6
Poland,POL,2013,6.57
Poland,POL,2014,6.58
Poland,POL,2015,6.59
Poland,POL,2016,6.59
Poland,POL,2017,6.58
Poland,POL,2018,6.49
Poland,POL,2019,6.13
Poland,POL,2020,6.15
Poland,POL,2021,6.22
Poland,POL,2022,6.04
Portugal,PRT,1985,4
Portugal,PRT,1986,4
Portugal,PRT,1987,4
Portugal,PRT,1988,4
Portugal,PRT,1989,4.1
Portugal,PRT,1990,4.1
Portugal,PRT,1991,4.1
Portugal,PRT,1992,4
Portugal,PRT,1993,3.9
Portugal,PRT,1994,3.9
Portugal,PRT,1995,3.9
Portugal,PRT,1996,4
Portugal,PRT,1997,3.9
Portugal,PRT,1998,3.9
Portugal,PRT,1999,3.8
Portugal,PRT,2000,3.71
Portugal,PRT,2001,3.65
Portugal,PRT,2002,3.57
Portugal,PRT,2003,3.58
Portugal,PRT,2004,3.59
Portugal,PRT,2005,3.56
Portugal,PRT,2006,3.48
Portugal,PRT,2007,3.43
Portugal,PRT,2008,3.39
Portugal,PRT,2009,3.37
Portugal,PRT,2010,3.37
Portugal,PRT,2011,3.37
Portugal,PRT,2012,3.41
Portugal,PRT,2013,3.39
Portugal,PRT,2014,3.32
Portugal,PRT,2015,3.36
Portugal,PRT,2016,3.39
Portugal,PRT,2017,3.38
Portugal,PRT,2018,3.43
Portugal,PRT,2019,3.49
Portugal,PRT,2020,3.47
Portugal,PRT,2021,3.49
Portugal,PRT,2022,3.48
Puerto Rico,PRI,1996,3.32
Qatar,QAT,1970,5.5315
Qatar,QAT,1981,2.9396
Qatar,QAT,1989,2.3003
Qatar,QAT,1997,1.65
Qatar,QAT,2000,2.08
Qatar,QAT,2001,2.12
Qatar,QAT,2002,2.05
Qatar,QAT,2003,1.97
Qatar,QAT,2004,2
Qatar,QAT,2005,2.01
Qatar,QAT,2006,2.2
Qatar,QAT,2007,1.68
Qatar,QAT,2008,1.43
Qatar,QAT,2009,1.27
Qatar,QAT,2010,1.22
Qatar,QAT,2011,1.22
Qatar,QAT,2012,1.31
Qatar,QAT,2013,1.18
Qatar,QAT,2014,1.08
Qatar,QAT,2015,1.01
Qatar,QAT,2016,1.01
Qatar,QAT,2017,0.94
Qatar,QAT,2018,1.03
Qatar,QAT,2019,1.12
Qatar,QAT,2021,1.3
Qatar,QAT,2022,1.25
Romania,ROU,1960,7.2732706
Romania,ROU,1980,8.7762
Romania,ROU,1981,8.7751
Romania,ROU,1982,8.8107
Romania,ROU,1984,8.8958
Romania,ROU,1985,8.9404
Romania,ROU,1986,8.9466
Romania,ROU,1987,8.9502
Romania,ROU,1988,8.9422
Romania,ROU,1989,8.9371
Romania,ROU,1990,8.9199
Romania,ROU,1991,8.9221
Romania,ROU,1992,7.8621
Romania,ROU,1993,7.8699
Romania,ROU,1994,7.6945
Romania,ROU,1995,7.64
Romania,ROU,1996,7.56
Romania,ROU,1997,7.38
Romania,ROU,1998,7.31
Romania,ROU,1999,7.31
Romania,ROU,2000,7.83
Romania,ROU,2001,7.91
Romania,ROU,2002,7.68
Romania,ROU,2003,6.79
Romania,ROU,2004,6.83
Romania,ROU,2005,6.91
Romania,ROU,2006,6.92
Romania,ROU,2007,6.75
Romania,ROU,2008,6.82
Romania,ROU,2009,6.91
Romania,ROU,2010,6.59
Romania,ROU,2011,6.46
Romania,ROU,2012,6.56
Romania,ROU,2013,6.65
Romania,ROU,2014,6.69
Romania,ROU,2015,6.77
Romania,ROU,2016,6.81
Romania,ROU,2017,6.86
Romania,ROU,2018,6.92
Romania,ROU,2019,7.01
Romania,ROU,2020,7.07
Romania,ROU,2021,7.16
Romania,ROU,2022,7.23
Russia,RUS,1985,12.9816
Russia,RUS,1986,13.0463
Russia,RUS,1987,13.1176
Russia,RUS,1988,13.1752
Russia,RUS,1989,13.1862
Russia,RUS,1990,13.0553
Russia,RUS,1991,12.702
Russia,RUS,1992,12.2343
Russia,RUS,1993,12.1959
Russia,RUS,1994,11.9612
Russia,RUS,1995,11.87
Russia,RUS,1996,11.63
Russia,RUS,1997,11.34
Russia,RUS,1998,11.11
Russia,RUS,1999,10.85
Russia,RUS,2000,10.73
Russia,RUS,2001,10.66
Russia,RUS,2002,10.49
Russia,RUS,2003,10.34
Russia,RUS,2004,9.79
Russia,RUS,2005,9.64
Russia,RUS,2006,9.55
Russia,RUS,2007,9.39
Russia,RUS,2008,9.12
Russia,RUS,2009,8.89
Russia,RUS,2010,8.69
Russia,RUS,2011,8.51
Russia,RUS,2012,8.33
Russia,RUS,2013,8.08
Russia,RUS,2014,7.85
Russia,RUS,2015,7.55
Russia,RUS,2016,7.37
Russia,RUS,2017,7.21
Russia,RUS,2018,7.14
Russia,RUS,2019,7.03
Russia,RUS,2020,7.05
Russia,RUS,2021,6.99
Russia,RUS,2022,6.84
Russia,RUS,2023,6.81
Rwanda,RWA,1970,1.254
Rwanda,RWA,1975,1.2426
Rwanda,RWA,1980,1.528
Rwanda,RWA,1981,1.4781
Rwanda,RWA,1989,0.8679
Rwanda,RWA,1990,1.652
Rwanda,RWA,2008,0.6
Rwanda,RWA,2009,0.75
Rwanda,RWA,2010,0.74
Rwanda,RWA,2011,0.72
Rwanda,RWA,2012,0.71
Rwanda,RWA,2013,0.77
Rwanda,RWA,2014,0.71
Rwanda,RWA,2015,0.74
Rwanda,RWA,2016,0.73
Rwanda,RWA,2017,0.72
Rwanda,RWA,2018,0.73
Rwanda,RWA,2019,0.73
Rwanda,RWA,2020,0.74
Rwanda,RWA,2021,0.74
Rwanda,RWA,2022,0.73
Rwanda,RWA,2023,0.75
Saint Kitts and Nevis,KNA,1960,3.862745
Saint Kitts and Nevis,KNA,1970,5.9465
Saint Kitts and Nevis,KNA,1980,8.536
Saint Kitts and Nevis,KNA,1990,9.2
Saint Kitts and Nevis,KNA,1995,6.4
Saint Kitts and Nevis,KNA,1996,6.36
Saint Kitts and Nevis,KNA,2011,5.09
Saint Kitts and Nevis,KNA,2012,5.08
Saint Kitts and Nevis,KNA,2013,5.08
Saint Kitts and Nevis,KNA,2014,5.07
Saint Kitts and Nevis,KNA,2015,5.07
Saint Kitts and Nevis,KNA,2016,5.07
Saint Kitts and Nevis,KNA,2017,5.08
Saint Kitts and Nevis,KNA,2018,5.08
Saint Kitts and Nevis,KNA,2019,4.39
Saint Kitts and Nevis,KNA,2020,4.39
Saint Kitts and Nevis,KNA,2021,4.4
Saint Kitts and Nevis,KNA,2022,3.98
Saint Kitts and Nevis,KNA,2023,3.98
Saint Lucia,LCA,1960,4.2804255
Saint Lucia,LCA,1970,5.0493
Saint Lucia,LCA,1990,4
Saint Lucia,LCA,1993,4.3518
Saint Lucia,LCA,1995,3.3
Saint Lucia,LCA,1996,3.38
Saint Lucia,LCA,2011,1.47
Saint Lucia,LCA,2013,1.21
Saint Lucia,LCA,2015,1.43
Saint Lucia,LCA,2017,1.32
Saint Lucia,LCA,2020,1.75
Saint Lucia,LCA,2021,1.98
Saint Lucia,LCA,2022,1.09
Saint Vincent and the Grenadines,VCT,1960,4.825
Saint Vincent and the Grenadines,VCT,1970,4.9886
Saint Vincent and the Grenadines,VCT,1990,4.7
Saint Vincent and the Grenadines,VCT,1993,5.0153
Saint Vincent and the Grenadines,VCT,1996,1.85
Saint Vincent and the Grenadines,VCT,2011,2.52
Saint Vincent and the Grenadines,VCT,2012,2.42
Saint Vincent and the Grenadines,VCT,2013,2.43
Saint Vincent and the Grenadines,VCT,2014,2.45
Saint Vincent and the Grenadines,VCT,2015,4.43
Saint Vincent and the Grenadines,VCT,2016,4.46
Saint Vincent and the Grenadines,VCT,2019,3.99
Saint Vincent and the Grenadines,VCT,2020,4.02
Saint Vincent and the Grenadines,VCT,2021,4.26
Saint Vincent and the Grenadines,VCT,2022,3.21
Samoa,WSM,1960,5
Samoa,WSM,1970,4.5582
Samoa,WSM,1980,4.4968
Samoa,WSM,1981,4.364
Samoa,WSM,2005,0.95
San Marino,SMR,1980,6.672
San Marino,SMR,1984,6.82
San Marino,SMR,1985,6.768
San Marino,SMR,1986,6.7
San Marino,SMR,1987,6.659
San Marino,SMR,1988,7.657
San Marino,SMR,1989,7.445
San Marino,SMR,1990,7.16
San Marino,SMR,2011,3.51
San Marino,SMR,2012,3.37
San Marino,SMR,2013,3.36
San Marino,SMR,2014,3.35
Sao Tome and Principe,STP,1960,40.315456
Sao Tome and Principe,STP,1970,26.7123
Sao Tome and Principe,STP,1991,4.7373
Sao Tome and Principe,STP,2019,2.91
Saudi Arabia,SAU,1960,0.77472395
Saudi Arabia,SAU,1970,1.1814
Saudi Arabia,SAU,1981,1.4582
Saudi Arabia,SAU,1990,2.4964
Saudi Arabia,SAU,1997,2.3
Saudi Arabia,SAU,2002,2.63
Saudi Arabia,SAU,2003,2.62
Saudi Arabia,SAU,2004,2.6
Saudi Arabia,SAU,2005,2.59
Saudi Arabia,SAU,2006,2.49
Saudi Arabia,SAU,2007,2.39
Saudi Arabia,SAU,2008,2.31
Saudi Arabia,SAU,2009,2.31
Saudi Arabia,SAU,2010,2.31
Saudi Arabia,SAU,2011,2.25
Saudi Arabia,SAU,2012,2.26
Saudi Arabia,SAU,2013,2.31
Saudi Arabia,SAU,2014,2.34
Saudi Arabia,SAU,2015,2.32
Saudi Arabia,SAU,2016,2.31
Saudi Arabia,SAU,2017,2.37
Saudi Arabia,SAU,2018,2.48
Saudi Arabia,SAU,2019,2.53
Saudi Arabia,SAU,2020,2.54
Saudi Arabia,SAU,2021,2.46
Saudi Arabia,SAU,2022,2.44
Saudi Arabia,SAU,2023,2.41
Senegal,SEN,1960,1.3131472
Senegal,SEN,1970,1.2985
Senegal,SEN,1975,1.2901
Senegal,SEN,1989,0.524
Senegal,SEN,1990,0.7296
Senegal,SEN,1994,0.2475
Senegal,SEN,1996,0.45
Senegal,SEN,1998,0.4
Senegal,SEN,2015,0.68
Senegal,SEN,2016,0.72
Senegal,SEN,2019,0.71
Serbia,SRB,2006,5.47
Serbia,SRB,2007,5.27
Serbia,SRB,2008,5.26
Serbia,SRB,2009,5.28
Serbia,SRB,2010,5.31
Serbia,SRB,2011,5.33
Serbia,SRB,2012,5.35
Serbia,SRB,2013,5.41
Serbia,SRB,2014,5.45
Serbia,SRB,2015,5.52
Serbia,SRB,2016,5.54
Serbia,SRB,2017,5.57
Serbia,SRB,2018,5.61
Serbia,SRB,2019,5.67
Serbia,SRB,2020,5.69
Serbia,SRB,2021,5.76
Serbia,SRB,2022,5.78
Seychelles,SYC,1960,7.0983214
Seychelles,SYC,1970,6.4925
Seychelles,SYC,1975,4.9497
Seychelles,SYC,1985,4.822
Seychelles,SYC,1989,6.2833
Seychelles,SYC,2003,4.81
Seychelles,SYC,2004,4.72
Seychelles,SYC,2005,4.58
Seychelles,SYC,2006,4.61
Seychelles,SYC,2007,4.38
Seychelles,SYC,2008,3.68
Seychelles,SYC,2009,3.51
Seychelles,SYC,2010,3.47
Seychelles,SYC,2011,3.25
Seychelles,SYC,2012,3.08
Seychelles,SYC,2013,2.96
Seychelles,SYC,2014,2.89
Seychelles,SYC,2015,2.82
Seychelles,SYC,2016,2.75
Seychelles,SYC,2017,2.69
Seychelles,SYC,2018,2.9
Seychelles,SYC,2019,2.88
Seychelles,SYC,2020,2.8
Seychelles,SYC,2021,2.74
Seychelles,SYC,2022,2.68
Seychelles,SYC,2023,2.63
Sierra Leone,SLE,1960,0.7728692
Sierra Leone,SLE,1970,0.9255
Sierra Leone,SLE,1975,0.9069
Sierra Leone,SLE,1980,1.2145
Sierra Leone,SLE,2006,0.4
Singapore,SGP,1960,4.3924665
Singapore,SGP,1970,3.6983
Singapore,SGP,1975,3.3333
Singapore,SGP,1980,3.9565
Singapore,SGP,1981,3.908
Singapore,SGP,1990,3.6078
Singapore,SGP,1991,3.5472
Singapore,SGP,1992,3.4514
Singapore,SGP,1993,3.6427
Singapore,SGP,1994,3.5652
Singapore,SGP,2006,2.51
Singapore,SGP,2007,2.4
Singapore,SGP,2008,2.31
Singapore,SGP,2009,2.26
Singapore,SGP,2010,2.19
Singapore,SGP,2011,2.14
Singapore,SGP,2012,2.19
Singapore,SGP,2013,2.19
Singapore,SGP,2014,2.25
Singapore,SGP,2015,2.4
Singapore,SGP,2016,2.5
Singapore,SGP,2017,2.49
Singapore,SGP,2018,2.58
Singapore,SGP,2019,2.69
Singapore,SGP,2020,2.77
Singapore,SGP,2021,2.84
Singapore,SGP,2022,2.83
Singapore,SGP,2023,2.81
Slovakia,SVK,1985,8.95471
Slovakia,SVK,1986,8.94222
Slovakia,SVK,1987,8.95051
Slovakia,SVK,1988,8.81316
Slovakia,SVK,1989,8.81631
Slovakia,SVK,1990,7.4482
Slovakia,SVK,1991,7.5779
Slovakia,SVK,1992,7.5609
Slovakia,SVK,1993,7.874
Slovakia,SVK,1994,7.0993
Slovakia,SVK,1996,8.3
Slovakia,SVK,1997,8.1
Slovakia,SVK,1998,8
Slovakia,SVK,1999,8
Slovakia,SVK,2000,7.87
Slovakia,SVK,2001,7.67
Slovakia,SVK,2002,7.57
Slovakia,SVK,2003,7.24
Slovakia,SVK,2004,6.91
Slovakia,SVK,2005,6.78
Slovakia,SVK,2006,6.73
Slovakia,SVK,2007,6.78
Slovakia,SVK,2008,6.59
Slovakia,SVK,2009,6.55
Slovakia,SVK,2010,6.46
Slovakia,SVK,2011,6.05
Slovakia,SVK,2012,5.91
Slovakia,SVK,2013,5.81
Slovakia,SVK,2014,5.79
Slovakia,SVK,2015,5.75
Slovakia,SVK,2016,5.79
Slovakia,SVK,2017,5.82
Slovakia,SVK,2018,5.7
Slovakia,SVK,2019,5.76
Slovakia,SVK,2020,5.69
Slovakia,SVK,2021,5.68
Slovakia,SVK,2022,5.65
Slovakia,SVK,2023,5.57
Slovenia,SVN,1980,6.9526
Slovenia,SVN,1982,6.6795
Slovenia,SVN,1984,6.501
Slovenia,SVN,1985,6.3261
Slovenia,SVN,1986,6.2679
Slovenia,SVN,1987,6.2153
Slovenia,SVN,1988,6.138
Slovenia,SVN,1989,6.0634
Slovenia,SVN,1990,6.0408
Slovenia,SVN,1991,6.0113
Slovenia,SVN,1992,5.937
Slovenia,SVN,1993,5.8007
Slovenia,SVN,1994,5.7769
Slovenia,SVN,1995,5.75
Slovenia,SVN,1996,5.66
Slovenia,SVN,1997,5.67
Slovenia,SVN,1998,5.62
Slovenia,SVN,1999,5.55
Slovenia,SVN,2000,5.41
Slovenia,SVN,2001,5.17
Slovenia,SVN,2002,5.09
Slovenia,SVN,2003,4.97
Slovenia,SVN,2004,4.81
Slovenia,SVN,2005,4.84
Slovenia,SVN,2006,4.78
Slovenia,SVN,2007,4.67
Slovenia,SVN,2008,4.73
Slovenia,SVN,2009,4.61
Slovenia,SVN,2010,4.58
Slovenia,SVN,2011,4.63
Slovenia,SVN,2012,4.55
Slovenia,SVN,2013,4.56
Slovenia,SVN,2014,4.55
Slovenia,SVN,2015,4.52
Slovenia,SVN,2016,4.5
Slovenia,SVN,2017,4.51
Slovenia,SVN,2018,4.44
Slovenia,SVN,2019,4.44
Slovenia,SVN,2020,4.28
Slovenia,SVN,2021,4.24
Slovenia,SVN,2022,4.11
Solomon Islands,SLB,1960,7.3305087
Solomon Islands,SLB,1970,7.3416
Solomon Islands,SLB,1981,5.6829
Solomon Islands,SLB,1990,0.8281
Solomon Islands,SLB,1992,2.7481
Somalia,SOM,1960,1.3553191
Somalia,SOM,1970,1.3557
Somalia,SOM,1975,1.422
Somalia,SOM,1988,0.9063
Somalia,SOM,1990,0.7535
Somalia,SOM,1997,0.4
Somalia,SOM,2000,0.42
Somalia,SOM,2001,0.42
Somalia,SOM,2002,0.42
Somalia,SOM,2003,0.42
Somalia,SOM,2004,0.42
Somalia,SOM,2011,0.87
Somalia,SOM,2013,0.87
Somalia,SOM,2014,0.87
Somalia,SOM,2015,0.87
Somalia,SOM,2016,0.87
Somalia,SOM,2017,0.87
Somalia,SOM,2018,0.87
Somalia,SOM,2019,0.87
South Africa,ZAF,2002,2.99
South Africa,ZAF,2004,2.78
South Africa,ZAF,2007,2.34
South Africa,ZAF,2008,2.32
South Africa,ZAF,2010,2.25
South Asia (WB),WB_SA,1960,0.50817
South Asia (WB),WB_SA,1970,0.5931989
South Asia (WB),WB_SA,1975,0.63664705
South Asia (WB),WB_SA,1980,0.7377946
South Asia (WB),WB_SA,1981,0.7491251
South Asia (WB),WB_SA,1985,0.70343417
South Asia (WB),WB_SA,1987,0.7073625
South Asia (WB),WB_SA,1991,0.72263384
South Asia (WB),WB_SA,2000,2.1445005
South Asia (WB),WB_SA,2001,2.0641894
South Asia (WB),WB_SA,2002,2.0237093
South Asia (WB),WB_SA,2003,1.9980307
South Asia (WB),WB_SA,2004,1.965389
South Asia (WB),WB_SA,2005,1.9314921
South Asia (WB),WB_SA,2006,1.9072152
South Asia (WB),WB_SA,2007,1.7162237
South Asia (WB),WB_SA,2008,1.7004962
South Asia (WB),WB_SA,2009,1.6902883
South Asia (WB),WB_SA,2010,1.6706022
South Asia (WB),WB_SA,2011,1.6539394
South Asia (WB),WB_SA,2012,1.6380457
South Asia (WB),WB_SA,2013,1.6181873
South Asia (WB),WB_SA,2014,1.6045123
South Asia (WB),WB_SA,2015,1.6046369
South Asia (WB),WB_SA,2016,1.591565
South Asia (WB),WB_SA,2017,1.5807792
South Asia (WB),WB_SA,2018,1.5685571
South Asia (WB),WB_SA,2019,1.5535578
South Asia (WB),WB_SA,2020,1.5524476
South Asia (WB),WB_SA,2021,1.5353252
South Korea,KOR,1980,1.7
South Korea,KOR,1985,2.4
South Korea,KOR,1989,3
South Korea,KOR,1990,3.1
South Korea,KOR,1991,3.3
South Korea,KOR,1992,3.5
South Korea,KOR,1993,3.7
South Korea,KOR,1994,4.1
South Korea,KOR,1995,4.4
South Korea,KOR,1996,4.6
South Korea,KOR,1997,4.8
South Korea,KOR,1998,5.1
South Korea,KOR,1999,5.6
South Korea,KOR,2000,4.68
South Korea,KOR,2001,4.48
South Korea,KOR,2002,4.87
South Korea,KOR,2003,5.13
South Korea,KOR,2004,5.46
South Korea,KOR,2005,5.94
South Korea,KOR,2006,6.54
South Korea,KOR,2007,7.32
South Korea,KOR,2008,7.84
South Korea,KOR,2009,8.32
South Korea,KOR,2010,8.88
South Korea,KOR,2011,9.68
South Korea,KOR,2012,10.38
South Korea,KOR,2013,11
South Korea,KOR,2014,11.63
South Korea,KOR,2015,11.62
South Korea,KOR,2016,11.97
South Korea,KOR,2017,12.26
South Korea,KOR,2018,12.43
South Korea,KOR,2019,12.43
South Korea,KOR,2020,12.65
South Korea,KOR,2021,12.75
South Korea,KOR,2022,12.81
Spain,ESP,1970,4.7
Spain,ESP,1979,5.5
Spain,ESP,1980,5.4
Spain,ESP,1981,5.4
Spain,ESP,1982,5.4
Spain,ESP,1983,5.2
Spain,ESP,1984,5
Spain,ESP,1985,4.9
Spain,ESP,1986,4.8
Spain,ESP,1987,4.8
Spain,ESP,1988,4.7
Spain,ESP,1989,4.7
Spain,ESP,1990,4.6
Spain,ESP,1991,4.6
Spain,ESP,1992,4.5
Spain,ESP,1993,4.4
Spain,ESP,1994,4.4
Spain,ESP,1995,4.3
Spain,ESP,1996,4.3
Spain,ESP,1997,4.2
Spain,ESP,1998,4.2
Spain,ESP,1999,4.1
Spain,ESP,2000,3.61
Spain,ESP,2001,3.55
Spain,ESP,2002,3.5
Spain,ESP,2003,3.41
Spain,ESP,2004,3.37
Spain,ESP,2005,3.32
Spain,ESP,2006,3.27
Spain,ESP,2007,3.23
Spain,ESP,2008,3.18
Spain,ESP,2009,3.14
Spain,ESP,2010,3.09
Spain,ESP,2011,3.03
Spain,ESP,2012,2.98
Spain,ESP,2013,2.95
Spain,ESP,2014,2.95
Spain,ESP,2015,2.96
Spain,ESP,2016,2.95
Spain,ESP,2017,2.96
Spain,ESP,2018,2.95
Spain,ESP,2019,2.93
Spain,ESP,2020,2.94
Spain,ESP,2021,2.94
Spain,ESP,2022,2.94
Spain,ESP,2023,2.91
Sri Lanka,LKA,1960,3.1388412
Sri Lanka,LKA,1970,3.0169
Sri Lanka,LKA,1975,3.3333
Sri Lanka,LKA,1980,2.944
Sri Lanka,LKA,1981,2.9376
Sri Lanka,LKA,1989,2.403
Sri Lanka,LKA,1990,2.7435
Sri Lanka,LKA,1999,2.2
Sri Lanka,LKA,2000,2.96
Sri Lanka,LKA,2001,3.02
Sri Lanka,LKA,2002,2.9
Sri Lanka,LKA,2003,3.09
Sri Lanka,LKA,2004,2.86
Sri Lanka,LKA,2005,3.05
Sri Lanka,LKA,2006,3.29
Sri Lanka,LKA,2007,3.35
Sri Lanka,LKA,2008,3.29
Sri Lanka,LKA,2009,3.41
Sri Lanka,LKA,2010,3.47
Sri Lanka,LKA,2011,3.52
Sri Lanka,LKA,2012,3.59
Sri Lanka,LKA,2013,3.66
Sri Lanka,LKA,2014,3.72
Sri Lanka,LKA,2015,3.71
Sri Lanka,LKA,2016,3.72
Sri Lanka,LKA,2017,3.77
Sri Lanka,LKA,2018,3.81
Sri Lanka,LKA,2019,3.86
Sri Lanka,LKA,2020,3.87
Sri Lanka,LKA,2021,3.98
Sri Lanka,LKA,2022,3.94
Sri Lanka,LKA,2023,3.93
Sub-Saharan Africa (WB),WB_SSA,1960,1.404771
Sub-Saharan Africa (WB),WB_SSA,1970,1.3630859
Sub-Saharan Africa (WB),WB_SSA,1975,1.2811053
Sub-Saharan Africa (WB),WB_SSA,1990,1.212742
Sudan,SDN,1960,1.006501
Sudan,SDN,1970,1.0426
Sudan,SDN,1975,0.9932
Sudan,SDN,1980,0.8907
Sudan,SDN,1981,0.8702
Sudan,SDN,1990,1.088
Sudan,SDN,2000,0.81
Sudan,SDN,2001,0.74
Sudan,SDN,2002,0.73
Sudan,SDN,2003,0.73
Sudan,SDN,2004,0.71
Sudan,SDN,2005,0.72
Sudan,SDN,2006,0.73
Sudan,SDN,2007,0.73
Sudan,SDN,2008,0.73
Sudan,SDN,2009,0.73
Sudan,SDN,2010,0.72
Sudan,SDN,2011,0.84
Sudan,SDN,2012,0.82
Sudan,SDN,2013,0.82
Sudan,SDN,2014,0.8
Sudan,SDN,2015,0.67
Sudan,SDN,2016,0.67
Sudan,SDN,2017,0.74
Sudan,SDN,2018,0.66
Sudan,SDN,2019,0.66
Sudan,SDN,2020,0.66
Sudan,SDN,2021,0.66
Suriname,SUR,1960,6.510345
Suriname,SUR,1970,5.6774
Suriname,SUR,1980,8.9268
Suriname,SUR,1990,5.7
Suriname,SUR,1995,3.1
Suriname,SUR,1996,3.74
Suriname,SUR,2010,2.97
Suriname,SUR,2011,3.03
Suriname,SUR,2012,2.99
Suriname,SUR,2013,2.96
Suriname,SUR,2014,2.93
Suriname,SUR,2015,2.9
Suriname,SUR,2016,2.8
Suriname,SUR,2017,2.83
Suriname,SUR,2018,2.85
Suriname,SUR,2019,2.69
Suriname,SUR,2020,2.87
Suriname,SUR,2021,2.82
Suriname,SUR,2022,2.87
Sweden,SWE,1960,14.2
Sweden,SWE,1970,15.3
Sweden,SWE,1980,15.1
Sweden,SWE,1985,14.6
Sweden,SWE,1990,12.4
Sweden,SWE,1991,11.9
Sweden,SWE,1992,7.6
Sweden,SWE,1993,7
Sweden,SWE,1994,6.5
Sweden,SWE,1995,4.9
Sweden,SWE,1996,4.4
Sweden,SWE,1997,5.2
Sweden,SWE,1998,3.8
Sweden,SWE,1999,3.7
Sweden,SWE,2000,3.58
Sweden,SWE,2001,3.27
Sweden,SWE,2002,3.13
Sweden,SWE,2003,3.05
Sweden,SWE,2004,3.01
Sweden,SWE,2005,2.93
Sweden,SWE,2006,2.89
Sweden,SWE,2007,2.86
Sweden,SWE,2008,2.81
Sweden,SWE,2009,2.76
Sweden,SWE,2010,2.73
Sweden,SWE,2011,2.7
Sweden,SWE,2012,2.66
Sweden,SWE,2013,2.59
Sweden,SWE,2014,2.54
Sweden,SWE,2015,2.44
Sweden,SWE,2016,2.34
Sweden,SWE,2017,2.21
Sweden,SWE,2018,2.13
Sweden,SWE,2019,2.07
Sweden,SWE,2020,2.05
Sweden,SWE,2021,2
Sweden,SWE,2022,1.9
Switzerland,CHE,1991,19.9
Switzerland,CHE,2000,6.29
Switzerland,CHE,2001,6.04
Switzerland,CHE,2002,5.95
Switzerland,CHE,2003,5.83
Switzerland,CHE,2004,5.67
Switzerland,CHE,2005,5.54
Switzerland,CHE,2006,5.4
Switzerland,CHE,2007,5.36
Switzerland,CHE,2008,5.22
Switzerland,CHE,2009,5.11
Switzerland,CHE,2010,5.19
Switzerland,CHE,2011,5.05
Switzerland,CHE,2012,4.97
Switzerland,CHE,2013,4.85
Switzerland,CHE,2014,4.73
Switzerland,CHE,2015,4.73
Switzerland,CHE,2016,4.69
Switzerland,CHE,2017,4.65
